                    *********************************************************************************
                    *  Z= 40 A= 92: Positive-Parity Spin-dependent Level Density [MeV-1] for ZR 92  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  50.00  2.458  2.09E+14 2.08E+13 9.33E+14 7.81E+10 1.34E+11 1.75E+11 2.15E+11 2.54E+11 2.77E+11 3.38E+11 3.69E+11 4.17E+11 4.49E+11 4.82E+11 4.72E+11 4.69E+11 4.62E+11 4.71E+11 4.68E+11 4.73E+11 4.78E+11 4.70E+11 4.39E+11 4.26E+11 3.74E+11 3.51E+11 3.39E+11 3.39E+11 3.64E+11 4.70E+11 6.90E+11 1.01E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.693  5.21E+14 4.16E+13 1.86E+15 1.56E+11 2.67E+11 3.48E+11 4.28E+11 5.06E+11 5.50E+11 6.73E+11 7.35E+11 8.31E+11 8.94E+11 9.61E+11 9.41E+11 9.35E+11 9.21E+11 9.40E+11 9.33E+11 9.44E+11 9.54E+11 9.37E+11 8.77E+11 8.50E+11 7.46E+11 7.01E+11 6.77E+11 6.76E+11 7.27E+11 9.40E+11 1.38E+12 2.01E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.909  1.14E+15 8.30E+13 3.72E+15 3.10E+11 5.31E+11 6.93E+11 8.52E+11 1.01E+12 1.10E+12 1.34E+12 1.46E+12 1.65E+12 1.78E+12 1.91E+12 1.87E+12 1.86E+12 1.84E+12 1.87E+12 1.86E+12 1.88E+12 1.90E+12 1.87E+12 1.75E+12 1.70E+12 1.49E+12 1.40E+12 1.35E+12 1.35E+12 1.45E+12 1.88E+12 2.76E+12 4.03E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.110  2.39E+15 1.66E+14 7.44E+15 6.17E+11 1.06E+12 1.38E+12 1.70E+12 2.00E+12 2.18E+12 2.67E+12 2.91E+12 3.30E+12 3.55E+12 3.81E+12 3.74E+12 3.71E+12 3.66E+12 3.73E+12 3.71E+12 3.75E+12 3.80E+12 3.73E+12 3.49E+12 3.39E+12 2.97E+12 2.79E+12 2.70E+12 2.70E+12 2.90E+12 3.75E+12 5.51E+12 8.06E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.298  4.87E+15 3.31E+14 1.49E+16 1.23E+12 2.10E+12 2.75E+12 3.37E+12 3.99E+12 4.34E+12 5.31E+12 5.80E+12 6.56E+12 7.06E+12 7.60E+12 7.44E+12 7.40E+12 7.29E+12 7.44E+12 7.39E+12 7.48E+12 7.57E+12 7.44E+12 6.97E+12 6.76E+12 5.93E+12 5.58E+12 5.39E+12 5.39E+12 5.80E+12 7.50E+12 1.10E+13 1.61E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.477  9.83E+15 6.61E+14 2.97E+16 2.45E+12 4.19E+12 5.47E+12 6.72E+12 7.94E+12 8.64E+12 1.06E+13 1.16E+13 1.31E+13 1.41E+13 1.51E+13 1.48E+13 1.47E+13 1.45E+13 1.48E+13 1.47E+13 1.49E+13 1.51E+13 1.48E+13 1.39E+13 1.35E+13 1.18E+13 1.11E+13 1.08E+13 1.08E+13 1.16E+13 1.50E+13 2.20E+13 3.22E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.646  1.97E+16 1.32E+15 5.93E+16 4.88E+12 8.34E+12 1.09E+13 1.34E+13 1.58E+13 1.72E+13 2.10E+13 2.30E+13 2.60E+13 2.80E+13 3.02E+13 2.95E+13 2.94E+13 2.90E+13 2.96E+13 2.94E+13 2.98E+13 3.01E+13 2.96E+13 2.77E+13 2.69E+13 2.36E+13 2.22E+13 2.15E+13 2.15E+13 2.31E+13 2.99E+13 4.40E+13 6.44E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.809  3.95E+16 2.63E+15 1.18E+17 9.71E+12 1.66E+13 2.17E+13 2.66E+13 3.15E+13 3.42E+13 4.19E+13 4.58E+13 5.19E+13 5.58E+13 6.01E+13 5.89E+13 5.85E+13 5.77E+13 5.90E+13 5.86E+13 5.94E+13 6.01E+13 5.91E+13 5.53E+13 5.37E+13 4.72E+13 4.44E+13 4.29E+13 4.29E+13 4.62E+13 5.98E+13 8.79E+13 1.29E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.964  7.90E+16 5.26E+15 2.37E+17 1.93E+13 3.31E+13 4.31E+13 5.30E+13 6.26E+13 6.82E+13 8.34E+13 9.12E+13 1.03E+14 1.11E+14 1.20E+14 1.17E+14 1.17E+14 1.15E+14 1.18E+14 1.17E+14 1.18E+14 1.20E+14 1.18E+14 1.10E+14 1.07E+14 9.41E+13 8.86E+13 8.57E+13 8.57E+13 9.23E+13 1.19E+14 1.76E+14 2.57E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.114  1.58E+17 1.05E+16 4.73E+17 3.85E+13 6.58E+13 8.59E+13 1.05E+14 1.25E+14 1.36E+14 1.66E+14 1.82E+14 2.06E+14 2.22E+14 2.38E+14 2.34E+14 2.32E+14 2.29E+14 2.34E+14 2.33E+14 2.36E+14 2.39E+14 2.35E+14 2.20E+14 2.14E+14 1.88E+14 1.77E+14 1.71E+14 1.71E+14 1.84E+14 2.39E+14 3.51E+14 5.15E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.258  3.15E+17 2.10E+16 9.45E+17 7.67E+13 1.31E+14 1.71E+14 2.10E+14 2.48E+14 2.70E+14 3.31E+14 3.62E+14 4.10E+14 4.41E+14 4.75E+14 4.66E+14 4.63E+14 4.57E+14 4.67E+14 4.64E+14 4.71E+14 4.77E+14 4.69E+14 4.40E+14 4.27E+14 3.75E+14 3.53E+14 3.42E+14 3.42E+14 3.68E+14 4.77E+14 7.02E+14 1.03E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.398  6.29E+17 4.19E+16 1.89E+18 1.53E+14 2.61E+14 3.40E+14 4.18E+14 4.94E+14 5.38E+14 6.59E+14 7.20E+14 8.16E+14 8.79E+14 9.47E+14 9.28E+14 9.23E+14 9.11E+14 9.31E+14 9.26E+14 9.39E+14 9.52E+14 9.36E+14 8.77E+14 8.52E+14 7.49E+14 7.05E+14 6.82E+14 6.83E+14 7.36E+14 9.53E+14 1.40E+15 2.06E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.533  1.26E+18 8.36E+16 3.77E+18 3.04E+14 5.20E+14 6.78E+14 8.32E+14 9.83E+14 1.07E+15 1.31E+15 1.43E+15 1.63E+15 1.75E+15 1.89E+15 1.85E+15 1.84E+15 1.82E+15 1.86E+15 1.85E+15 1.87E+15 1.90E+15 1.87E+15 1.75E+15 1.70E+15 1.49E+15 1.41E+15 1.36E+15 1.36E+15 1.47E+15 1.90E+15 2.80E+15 4.11E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.665  2.51E+18 1.67E+17 7.54E+18 6.06E+14 1.03E+15 1.35E+15 1.66E+15 1.96E+15 2.13E+15 2.61E+15 2.86E+15 3.24E+15 3.49E+15 3.76E+15 3.68E+15 3.66E+15 3.62E+15 3.70E+15 3.68E+15 3.73E+15 3.79E+15 3.73E+15 3.49E+15 3.40E+15 2.98E+15 2.81E+15 2.72E+15 2.72E+15 2.94E+15 3.81E+15 5.60E+15 8.22E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.792  5.01E+18 3.33E+17 1.51E+19 1.21E+15 2.06E+15 2.69E+15 3.30E+15 3.90E+15 4.24E+15 5.20E+15 5.69E+15 6.45E+15 6.95E+15 7.49E+15 7.34E+15 7.30E+15 7.21E+15 7.38E+15 7.34E+15 7.45E+15 7.55E+15 7.43E+15 6.97E+15 6.78E+15 5.95E+15 5.61E+15 5.43E+15 5.44E+15 5.87E+15 7.60E+15 1.12E+16 1.64E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.917  1.00E+19 6.66E+17 3.01E+19 2.40E+15 4.10E+15 5.35E+15 6.56E+15 7.76E+15 8.44E+15 1.04E+16 1.13E+16 1.28E+16 1.38E+16 1.49E+16 1.46E+16 1.46E+16 1.44E+16 1.47E+16 1.46E+16 1.49E+16 1.51E+16 1.48E+16 1.39E+16 1.35E+16 1.19E+16 1.12E+16 1.08E+16 1.09E+16 1.17E+16 1.52E+16 2.24E+16 3.29E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 40 A= 93: Positive-Parity Spin-dependent Level Density [MeV-1] for ZR 93  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.172  1.00E+00 2.00E+00 1.00E+01 0.00E+00 1.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.243  1.00E+00 1.67E+00 8.33E+00 0.00E+00 8.33E-01 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.298  2.00E+00 6.84E+00 2.96E+01 2.14E+00 3.06E+00 7.14E-01 2.04E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.344  4.00E+00 9.70E+00 4.53E+01 3.57E+00 2.35E+00 1.43E+00 1.63E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.385  7.00E+00 1.35E+01 6.33E+01 4.29E+00 3.98E+00 2.14E+00 2.35E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.421  1.10E+01 1.56E+01 7.33E+01 5.00E+00 4.70E+00 2.14E+00 3.06E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.455  1.50E+01 1.85E+01 8.90E+01 5.71E+00 4.70E+00 3.57E+00 3.78E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.486  2.10E+01 2.69E+01 1.30E+02 7.86E+00 8.09E+00 5.00E+00 4.49E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.516  3.00E+01 4.97E+01 3.05E+02 8.13E+00 1.10E+01 1.27E+01 1.14E+01 2.86E+00 1.48E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.544  4.50E+01 6.61E+01 4.10E+02 1.24E+01 1.45E+01 1.55E+01 1.22E+01 4.29E+00 4.34E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.570  6.60E+01 9.93E+01 6.19E+02 2.03E+01 2.07E+01 2.20E+01 1.72E+01 7.14E+00 8.47E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.596  9.20E+01 1.16E+02 7.46E+02 2.10E+01 2.29E+01 2.77E+01 1.93E+01 9.29E+00 1.05E+01 3.57E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.620  1.28E+02 1.70E+02 1.15E+03 2.67E+01 3.57E+01 3.56E+01 3.13E+01 1.79E+01 1.41E+01 4.29E+00 2.14E+00 8.56E-01 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.643  1.76E+02 2.16E+02 1.57E+03 3.31E+01 3.43E+01 4.79E+01 4.06E+01 2.29E+01 1.69E+01 7.86E+00 7.14E+00 2.28E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.666  2.42E+02 3.08E+02 2.31E+03 4.08E+01 6.14E+01 5.72E+01 5.49E+01 3.36E+01 2.90E+01 1.21E+01 8.37E+00 5.86E+00 2.86E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.688  3.32E+02 4.10E+02 3.13E+03 5.44E+01 7.14E+01 7.72E+01 7.56E+01 5.00E+01 3.54E+01 1.71E+01 1.55E+01 7.28E+00 3.57E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.709  4.56E+02 5.84E+02 4.58E+03 5.44E+01 9.86E+01 1.23E+02 1.12E+02 7.86E+01 5.27E+01 2.64E+01 2.19E+01 9.53E+00 4.29E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.730  6.26E+02 7.75E+02 6.13E+03 8.23E+01 1.31E+02 1.49E+02 1.40E+02 1.09E+02 7.07E+01 3.93E+01 2.84E+01 1.56E+01 7.14E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
