                    *********************************************************************************
                    *  Z= 54 A=130: Positive-Parity Spin-dependent Level Density [MeV-1] for XE130  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
 120.00  3.162  2.85E+25 5.46E+24 1.64E+25 1.53E+14 5.46E+24 1.26E+20 7.58E+14 1.36E+15 1.63E+15 1.92E+15 2.12E+15 2.41E+15 2.63E+15 2.90E+15 3.05E+15 3.30E+15 3.36E+15 3.55E+15 3.64E+15 3.73E+15 3.68E+15 3.63E+15 3.52E+15 3.44E+15 3.40E+15 3.22E+15 3.33E+15 3.24E+15 2.81E+15 2.35E+15 1.98E+15 1.55E+15 4.01E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.291  1.31E+27 2.50E+26 7.51E+26 3.05E+14 2.50E+26 2.30E+21 1.51E+15 2.72E+15 3.25E+15 3.82E+15 4.22E+15 4.81E+15 5.26E+15 5.80E+15 6.09E+15 6.58E+15 6.70E+15 7.10E+15 7.26E+15 7.44E+15 7.36E+15 7.26E+15 7.04E+15 6.87E+15 6.80E+15 6.45E+15 6.65E+15 6.47E+15 5.63E+15 4.70E+15 3.96E+15 3.10E+15 8.01E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.416  5.99E+28 1.15E+28 3.44E+28 6.08E+14 1.15E+28 4.20E+22 3.01E+15 5.43E+15 6.49E+15 7.63E+15 8.43E+15 9.60E+15 1.05E+16 1.16E+16 1.22E+16 1.31E+16 1.34E+16 1.42E+16 1.45E+16 1.49E+16 1.47E+16 1.45E+16 1.41E+16 1.37E+16 1.36E+16 1.29E+16 1.33E+16 1.29E+16 1.13E+16 9.39E+15 7.91E+15 6.19E+15 1.60E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.536  2.75E+30 5.26E+29 1.58E+30 1.21E+15 5.26E+29 7.68E+23 6.01E+15 1.08E+16 1.29E+16 1.52E+16 1.68E+16 1.92E+16 2.09E+16 2.31E+16 2.43E+16 2.63E+16 2.67E+16 2.83E+16 2.90E+16 2.97E+16 2.94E+16 2.90E+16 2.81E+16 2.74E+16 2.72E+16 2.58E+16 2.66E+16 2.59E+16 2.25E+16 1.88E+16 1.58E+16 1.24E+16 3.20E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.651  1.26E+32 2.41E+31 7.23E+31 2.42E+15 2.41E+31 1.40E+25 1.20E+16 2.16E+16 2.58E+16 3.04E+16 3.36E+16 3.83E+16 4.18E+16 4.61E+16 4.85E+16 5.24E+16 5.34E+16 5.66E+16 5.79E+16 5.94E+16 5.87E+16 5.79E+16 5.62E+16 5.48E+16 5.43E+16 5.15E+16 5.31E+16 5.17E+16 4.50E+16 3.75E+16 3.16E+16 2.47E+16 6.40E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.764  5.77E+33 1.10E+33 3.31E+33 4.83E+15 1.10E+33 2.56E+26 2.39E+16 4.31E+16 5.15E+16 6.06E+16 6.70E+16 7.64E+16 8.35E+16 9.21E+16 9.68E+16 1.05E+17 1.07E+17 1.13E+17 1.16E+17 1.19E+17 1.17E+17 1.16E+17 1.12E+17 1.10E+17 1.09E+17 1.03E+17 1.06E+17 1.03E+17 8.99E+16 7.51E+16 6.32E+16 4.95E+16 1.28E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.873  2.65E+35 5.07E+34 1.52E+35 9.63E+15 5.07E+34 4.69E+27 4.77E+16 8.60E+16 1.03E+17 1.21E+17 1.34E+17 1.52E+17 1.67E+17 1.84E+17 1.93E+17 2.09E+17 2.13E+17 2.26E+17 2.31E+17 2.37E+17 2.34E+17 2.31E+17 2.24E+17 2.19E+17 2.17E+17 2.06E+17 2.12E+17 2.07E+17 1.80E+17 1.50E+17 1.26E+17 9.89E+16 2.56E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.979  1.21E+37 2.32E+36 6.97E+36 1.92E+16 2.32E+36 8.57E+28 9.51E+16 1.72E+17 2.05E+17 2.41E+17 2.67E+17 3.04E+17 3.33E+17 3.67E+17 3.86E+17 4.18E+17 4.26E+17 4.51E+17 4.62E+17 4.74E+17 4.68E+17 4.62E+17 4.48E+17 4.38E+17 4.34E+17 4.11E+17 4.24E+17 4.13E+17 3.59E+17 3.00E+17 2.53E+17 1.98E+17 5.12E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.082  5.56E+38 1.06E+38 3.19E+38 3.83E+16 1.06E+38 1.57E+30 1.90E+17 3.42E+17 4.09E+17 4.82E+17 5.33E+17 6.07E+17 6.64E+17 7.33E+17 7.71E+17 8.34E+17 8.50E+17 9.01E+17 9.23E+17 9.46E+17 9.36E+17 9.24E+17 8.96E+17 8.75E+17 8.68E+17 8.22E+17 8.48E+17 8.26E+17 7.19E+17 6.00E+17 5.06E+17 3.96E+17 1.02E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 54 A=129: Positive-Parity Spin-dependent Level Density [MeV-1] for XE129  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.146  1.00E+00 2.34E+00 1.31E+01 1.68E-01 1.17E+00 3.36E-01 3.36E-01 3.36E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.206  1.00E+00 2.23E+00 1.42E+01 1.40E-01 9.73E-01 2.80E-01 2.80E-01 2.80E-01 2.80E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.253  2.00E+00 5.01E+00 3.15E+01 9.54E-01 1.19E+00 4.79E-01 1.67E+00 2.40E-01 2.40E-01 2.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.292  4.00E+00 4.90E+00 3.47E+01 8.34E-01 3.60E-01 7.19E-01 2.03E+00 4.79E-01 2.40E-01 2.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.326  5.00E+00 6.81E+00 5.05E+01 9.54E-01 5.99E-01 1.43E+00 2.03E+00 8.39E-01 4.79E-01 2.40E-01 2.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.358  7.00E+00 1.08E+01 7.32E+01 1.31E+00 3.10E+00 1.55E+00 2.27E+00 9.59E-01 8.39E-01 3.60E-01 2.40E-01 1.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.386  1.20E+01 3.16E+01 2.03E+02 6.61E+00 7.96E+00 7.40E+00 3.35E+00 1.20E+00 1.78E+00 1.38E+00 1.07E+00 2.99E-01 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.413  2.30E+01 5.12E+01 3.81E+02 7.92E+00 1.14E+01 1.16E+01 6.34E+00 2.69E+00 3.57E+00 2.55E+00 1.39E+00 2.08E+00 1.04E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.438  4.10E+01 9.39E+01 7.28E+02 1.25E+01 1.87E+01 1.85E+01 1.53E+01 9.64E+00 5.97E+00 3.86E+00 3.93E+00 2.68E+00 1.64E+00 1.31E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.462  6.90E+01 1.29E+02 1.05E+03 1.51E+01 2.17E+01 2.35E+01 2.22E+01 1.68E+01 1.05E+01 4.93E+00 5.48E+00 3.16E+00 2.71E+00 1.78E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.484  1.12E+02 2.16E+02 1.85E+03 2.38E+01 3.02E+01 3.92E+01 3.72E+01 2.89E+01 2.24E+01 1.03E+01 1.01E+01 4.48E+00 5.33E+00 2.13E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.506  1.76E+02 2.97E+02 2.62E+03 2.71E+01 4.62E+01 4.88E+01 4.88E+01 4.47E+01 2.98E+01 1.70E+01 1.35E+01 6.93E+00 6.51E+00 4.75E+00 3.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.526  2.68E+02 4.37E+02 4.03E+03 3.38E+01 5.89E+01 6.39E+01 7.69E+01 6.85E+01 5.02E+01 3.10E+01 2.04E+01 9.86E+00 1.01E+01 6.78E+00 4.46E+00 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.546  3.94E+02 5.74E+02 5.40E+03 4.03E+01 7.37E+01 8.79E+01 9.46E+01 9.12E+01 6.83E+01 4.25E+01 2.74E+01 1.61E+01 1.36E+01 1.01E+01 4.70E+00 3.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.565  5.77E+02 8.89E+02 8.44E+03 6.36E+01 1.22E+02 1.37E+02 1.42E+02 1.20E+02 1.09E+02 6.79E+01 4.65E+01 2.74E+01 2.45E+01 1.31E+01 9.35E+00 4.92E+00 1.19E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.584  8.44E+02 1.25E+03 1.17E+04 9.62E+01 1.87E+02 2.03E+02 1.86E+02 1.60E+02 1.30E+02 9.98E+01 6.60E+01 4.58E+01 3.33E+01 1.87E+01 1.14E+01 5.35E+00 4.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.602  1.25E+03 2.00E+03 1.90E+04 1.65E+02 2.70E+02 3.25E+02 3.18E+02 2.49E+02 1.96E+02 1.68E+02 1.10E+02 8.05E+01 5.43E+01 2.68E+01 2.15E+01 1.01E+01 6.44E+00 1.78E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.619  1.85E+03 2.83E+03 2.71E+04 2.24E+02 3.76E+02 4.58E+02 4.33E+02 3.66E+02 2.85E+02 2.33E+02 1.65E+02 1.13E+02 7.37E+01 4.45E+01 2.75E+01 1.52E+01 9.32E+00 3.09E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.636  2.78E+03 4.57E+03 4.45E+04 3.27E+02 5.76E+02 7.08E+02 7.35E+02 6.11E+02 4.97E+02 3.68E+02 2.68E+02 1.83E+02 1.25E+02 6.99E+01 4.96E+01 2.69E+01 1.37E+01 5.66E+00 2.73E+00 8.06E-01 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.653  4.15E+03 6.40E+03 6.32E+04 4.19E+02 7.91E+02 9.64E+02 1.03E+03 9.06E+02 6.90E+02 5.37E+02 3.74E+02 2.64E+02 1.66E+02 1.14E+02 7.30E+01 3.37E+01 2.20E+01 8.77E+00 5.23E+00 1.52E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.685  9.30E+03 1.42E+04 1.45E+05 8.18E+02 1.59E+03 2.02E+03 2.23E+03 2.04E+03 1.72E+03 1.26E+03 9.11E+02 5.72E+02 3.96E+02 2.72E+02 1.78E+02 9.10E+01 5.53E+01 2.31E+01 1.55E+01 6.64E+00 2.52E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.715  2.05E+04 3.07E+04 3.21E+05 1.71E+03 3.38E+03 4.20E+03 4.67E+03 4.25E+03 3.76E+03 2.88E+03 2.10E+03 1.33E+03 9.31E+02 6.06E+02 4.08E+02 2.17E+02 1.44E+02 6.98E+01 3.59E+01 1.27E+01 8.23E+00 4.57E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.744  4.47E+04 6.58E+04 7.00E+05 3.66E+03 7.06E+03 8.87E+03 9.58E+03 8.82E+03 7.96E+03 6.24E+03 4.78E+03 3.15E+03 2.15E+03 1.41E+03 8.83E+02 5.50E+02 3.22E+02 1.76E+02 9.32E+01 4.59E+01 2.26E+01 1.36E+01 6.27E+00 2.12E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.773  9.63E+04 1.41E+05 1.52E+06 7.66E+03 1.48E+04 1.85E+04 2.03E+04 1.87E+04 1.68E+04 1.33E+04 1.04E+04 7.11E+03 5.00E+03 3.15E+03 2.13E+03 1.25E+03 7.79E+02 4.29E+02 2.47E+02 1.25E+02 5.92E+01 3.31E+01 2.20E+01 9.61E+00 3.41E+00 1.94E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.800  2.07E+05 3.01E+05 3.31E+06 1.57E+04 3.05E+04 3.85E+04 4.29E+04 3.99E+04 3.61E+04 2.84E+04 2.25E+04 1.55E+04 1.12E+04 7.37E+03 4.86E+03 2.98E+03 1.88E+03 1.07E+03 6.15E+02 3.53E+02 1.67E+02 9.58E+01 5.72E+01 2.62E+01 1.39E+01 3.03E+00 4.28E+00 5.94E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
