                    *********************************************************************************
                    *  Z= 30 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for ZN 65  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  80.00  3.624  9.39E+19 1.83E+19 2.30E+20 1.63E+17 1.71E+18 1.90E+18 1.55E+18 2.70E+18 1.41E+18 3.38E+18 1.45E+18 1.18E+18 8.72E+17 9.37E+17 1.06E+18 3.11E+11 3.13E+11 2.67E+11 2.17E+11 2.02E+11 1.36E+11 1.67E+11 7.99E+10 2.20E+11 1.26E+11 5.89E+10 1.58E+14 8.25E+12 8.47E+08 1.42E+06 1.32E+04 5.42E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.844  7.28E+21 1.42E+21 1.84E+22 8.66E+18 1.20E+20 1.34E+20 1.06E+20 2.10E+20 1.03E+20 2.93E+20 1.15E+20 9.31E+19 6.79E+19 7.66E+19 9.20E+19 6.19E+11 6.24E+11 5.31E+11 4.33E+11 4.02E+11 2.71E+11 3.33E+11 1.59E+11 4.40E+11 2.51E+11 1.18E+11 7.60E+15 2.75E+14 7.16E+09 4.69E+06 2.09E+04 1.10E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.052  5.69E+23 1.11E+23 1.47E+24 4.60E+20 8.45E+21 9.40E+21 7.34E+21 1.63E+22 7.55E+21 2.55E+22 9.08E+21 7.35E+21 5.29E+21 6.27E+21 7.99E+21 1.23E+12 1.24E+12 1.06E+12 8.62E+11 8.01E+11 5.40E+11 6.64E+11 3.18E+11 8.78E+11 5.02E+11 2.35E+11 3.65E+17 9.20E+15 6.04E+10 1.55E+07 3.30E+04 2.23E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.250  4.48E+25 8.73E+24 1.19E+26 2.45E+22 5.95E+23 6.61E+23 5.05E+23 1.26E+24 5.52E+23 2.21E+24 7.19E+23 5.80E+23 4.12E+23 5.12E+23 6.95E+23 2.45E+12 2.47E+12 2.11E+12 1.72E+12 1.60E+12 1.08E+12 1.32E+12 6.34E+11 1.75E+12 1.00E+12 4.69E+11 1.75E+19 3.07E+17 5.10E+11 5.10E+07 5.22E+04 4.52E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.439  3.55E+27 6.92E+26 9.63E+27 1.30E+24 4.19E+25 4.65E+25 3.48E+25 9.79E+25 4.04E+25 1.92E+26 5.69E+25 4.58E+25 3.21E+25 4.19E+25 6.03E+25 4.88E+12 4.93E+12 4.20E+12 3.42E+12 3.18E+12 2.15E+12 2.64E+12 1.26E+12 3.50E+12 2.00E+12 9.36E+11 8.43E+20 1.03E+19 4.31E+12 1.68E+08 8.26E+04 9.18E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.620  2.83E+29 5.52E+28 7.84E+29 6.91E+25 2.95E+27 3.27E+27 2.40E+27 7.59E+27 2.95E+27 1.67E+28 4.51E+27 3.61E+27 2.50E+27 3.43E+27 5.24E+27 9.71E+12 9.81E+12 8.37E+12 6.82E+12 6.34E+12 4.28E+12 5.27E+12 2.52E+12 6.99E+12 4.00E+12 1.87E+12 4.05E+22 3.43E+20 3.64E+13 5.56E+08 1.31E+05 1.86E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.794  2.27E+31 4.43E+30 6.41E+31 3.67E+27 2.07E+29 2.30E+29 1.65E+29 5.89E+29 2.16E+29 1.45E+30 3.57E+29 2.85E+29 1.95E+29 2.80E+29 4.56E+29 1.93E+13 1.95E+13 1.67E+13 1.36E+13 1.26E+13 8.53E+12 1.05E+13 5.03E+12 1.40E+13 7.98E+12 3.73E+12 1.95E+24 1.14E+22 3.07E+14 1.83E+09 2.07E+05 3.78E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.963  1.84E+33 3.58E+32 5.27E+33 1.95E+29 1.46E+31 1.61E+31 1.14E+31 4.57E+31 1.58E+31 1.26E+32 2.82E+31 2.25E+31 1.52E+31 2.29E+31 3.96E+31 3.85E+13 3.89E+13 3.32E+13 2.71E+13 2.52E+13 1.70E+13 2.10E+13 1.00E+13 2.79E+13 1.59E+13 7.45E+12 9.35E+25 3.82E+23 2.60E+15 6.05E+09 3.27E+05 7.66E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.125  1.49E+35 2.91E+34 4.35E+35 1.04E+31 1.03E+33 1.13E+33 7.84E+32 3.55E+33 1.15E+33 1.09E+34 2.24E+33 1.78E+33 1.18E+33 1.87E+33 3.44E+33 7.65E+13 7.75E+13 6.61E+13 5.40E+13 5.03E+13 3.39E+13 4.18E+13 2.00E+13 5.56E+13 3.18E+13 1.49E+13 4.50E+27 1.28E+25 2.19E+16 2.00E+10 5.18E+05 1.55E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.283  1.22E+37 2.38E+36 3.60E+37 5.50E+32 7.23E+34 7.98E+34 5.40E+34 2.75E+35 8.44E+34 9.50E+35 1.77E+35 1.40E+35 9.19E+34 1.53E+35 2.99E+35 1.52E+14 1.54E+14 1.32E+14 1.08E+14 1.00E+14 6.75E+13 8.35E+13 3.99E+13 1.11E+14 6.35E+13 2.97E+13 2.16E+29 4.26E+26 1.85E+17 6.59E+10 8.20E+05 3.15E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.436  1.00E+39 1.95E+38 2.99E+39 2.92E+34 5.09E+36 5.61E+36 3.72E+36 2.13E+37 6.17E+36 8.25E+37 1.40E+37 1.11E+37 7.16E+36 1.25E+37 2.60E+37 3.03E+14 3.07E+14 2.62E+14 2.14E+14 2.00E+14 1.35E+14 1.66E+14 7.95E+13 2.22E+14 1.27E+14 5.93E+13 1.04E+31 1.42E+28 1.56E+18 2.17E+11 1.30E+06 6.40E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.585  8.25E+40 1.61E+40 2.49E+41 1.55E+36 3.58E+38 3.94E+38 2.56E+38 1.66E+39 4.51E+38 7.17E+39 1.11E+39 8.73E+38 5.57E+38 1.02E+39 2.26E+39 6.03E+14 6.12E+14 5.23E+14 4.27E+14 3.98E+14 2.68E+14 3.32E+14 1.59E+14 4.43E+14 2.53E+14 1.18E+14 4.99E+32 4.76E+29 1.32E+19 7.18E+11 2.05E+06 1.30E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.730  6.83E+42 1.33E+42 2.09E+43 8.25E+37 2.52E+40 2.77E+40 1.77E+40 1.28E+41 3.30E+40 6.22E+41 8.78E+40 6.89E+40 4.34E+40 8.38E+40 1.96E+41 1.20E+15 1.22E+15 1.04E+15 8.51E+14 7.93E+14 5.35E+14 6.62E+14 3.16E+14 8.84E+14 5.06E+14 2.36E+14 2.40E+34 1.59E+31 1.12E+20 2.37E+12 3.25E+06 2.63E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 30 A= 69: Positive-Parity Spin-dependent Level Density [MeV-1] for ZN 69  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.200  1.00E+00 8.59E-01 8.59E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.59E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.282  1.00E+00 7.16E-01 7.16E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.346  1.00E+00 1.27E+00 1.13E+01 0.00E+00 0.00E+00 4.53E-02 6.14E-01 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.399  1.00E+00 1.99E+00 1.60E+01 0.00E+00 0.00E+00 6.59E-01 6.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.446  2.00E+00 5.29E+00 3.17E+01 9.33E-01 9.08E-01 1.41E+00 1.33E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.489  4.00E+00 5.39E+00 3.23E+01 9.33E-01 9.08E-01 1.51E+00 1.33E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.528  5.00E+00 4.98E+00 2.74E+01 9.33E-01 1.01E+00 1.51E+00 1.43E+00 1.01E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.565  6.00E+00 6.24E+00 4.13E+01 9.33E-01 1.01E+00 1.46E+00 8.95E-01 1.94E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.599  8.00E+00 9.35E+00 6.17E+01 1.97E+00 1.11E+00 2.18E+00 1.61E+00 1.84E+00 3.01E-02 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.631  1.10E+01 1.34E+01 8.78E+01 2.56E+00 2.13E+00 2.76E+00 2.12E+00 3.17E+00 3.01E-02 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.662  1.50E+01 1.73E+01 1.23E+02 2.61E+00 3.04E+00 3.00E+00 2.52E+00 3.51E+00 1.97E+00 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.692  2.00E+01 2.50E+01 1.78E+02 4.22E+00 3.50E+00 4.50E+00 4.23E+00 4.74E+00 3.20E+00 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.720  2.80E+01 3.63E+01 2.69E+02 6.84E+00 4.56E+00 5.51E+00 5.86E+00 5.85E+00 5.65E+00 1.33E+00 7.00E-02 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.747  3.80E+01 4.65E+01 3.59E+02 8.05E+00 5.37E+00 7.44E+00 7.33E+00 7.28E+00 6.90E+00 2.17E+00 1.30E+00 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.773  5.30E+01 6.87E+01 5.37E+02 1.02E+01 9.79E+00 1.02E+01 1.08E+01 1.18E+01 8.21E+00 5.85E+00 1.30E+00 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.799  7.30E+01 9.17E+01 7.44E+02 1.11E+01 1.26E+01 1.52E+01 1.54E+01 1.57E+01 9.72E+00 8.31E+00 2.52E+00 6.14E-01 0.00E+00 0.00E+00 1.87E-02 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.823  1.00E+02 1.28E+02 1.10E+03 1.39E+01 1.71E+01 1.97E+01 2.18E+01 2.27E+01 1.46E+01 9.51E+00 3.75E+00 1.84E+00 2.46E-01 1.31E+00 1.25E+00 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.847  1.36E+02 1.55E+02 1.34E+03 1.60E+01 2.13E+01 2.38E+01 2.82E+01 2.30E+01 1.76E+01 1.22E+01 5.02E+00 1.64E+00 1.60E+00 2.54E+00 1.25E+00 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.870  1.83E+02 2.23E+02 1.89E+03 2.69E+01 3.27E+01 3.76E+01 3.63E+01 2.94E+01 2.46E+01 1.51E+01 7.17E+00 4.71E+00 2.82E+00 3.27E+00 1.86E+00 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.893  2.44E+02 2.70E+02 2.30E+03 3.17E+01 4.17E+01 4.57E+01 4.16E+01 3.24E+01 3.13E+01 1.69E+01 1.15E+01 6.55E+00 3.15E+00 4.10E+00 2.47E+00 6.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.936  4.24E+02 4.50E+02 3.87E+03 5.44E+01 7.13E+01 7.61E+01 6.22E+01 5.39E+01 5.03E+01 3.36E+01 1.71E+01 1.04E+01 9.07E+00 5.94E+00 2.82E+00 2.46E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
