                    *********************************************************************************
                    *  Z= 30 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for ZN 65  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  15.00  1.593  1.15E+07 7.61E+06 8.02E+07 5.14E+05 9.05E+05 1.12E+06 1.11E+06 9.57E+05 7.74E+05 6.25E+05 4.69E+05 3.50E+05 2.58E+05 1.81E+05 1.23E+05 8.10E+04 5.36E+04 3.41E+04 2.11E+04 1.33E+04 8.16E+03 4.86E+03 2.63E+03 1.50E+03 7.40E+02 3.74E+02 1.32E+02 7.25E+01 3.10E+01 1.17E+01 5.05E+00 1.80E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.646  2.12E+07 1.17E+07 1.23E+08 7.68E+05 1.39E+06 1.73E+06 1.71E+06 1.46E+06 1.18E+06 9.48E+05 7.06E+05 5.33E+05 3.96E+05 2.80E+05 1.92E+05 1.28E+05 8.66E+04 5.55E+04 3.48E+04 2.22E+04 1.39E+04 8.32E+03 4.65E+03 2.17E+03 1.08E+03 5.55E+02 1.97E+02 1.12E+02 4.98E+01 1.78E+01 8.77E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.696  3.59E+07 1.79E+07 1.90E+08 1.15E+06 2.14E+06 2.68E+06 2.63E+06 2.23E+06 1.81E+06 1.44E+06 1.06E+06 8.14E+05 6.08E+05 4.33E+05 2.99E+05 2.02E+05 1.40E+05 9.01E+04 5.75E+04 3.71E+04 2.37E+04 1.42E+04 8.23E+03 3.13E+03 1.43E+03 7.36E+02 2.62E+02 1.51E+02 6.85E+01 2.39E+01 1.25E+01 4.23E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.745  5.86E+07 2.74E+07 2.92E+08 1.71E+06 3.29E+06 4.14E+06 4.04E+06 3.41E+06 2.77E+06 2.18E+06 1.60E+06 1.24E+06 9.33E+05 6.70E+05 4.66E+05 3.19E+05 2.26E+05 1.46E+05 9.49E+04 6.22E+04 4.04E+04 2.44E+04 1.46E+04 4.52E+03 1.88E+03 9.17E+02 3.26E+02 1.90E+02 8.73E+01 2.99E+01 1.62E+01 5.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.793  9.32E+07 4.20E+07 4.49E+08 2.56E+06 5.06E+06 6.40E+06 6.20E+06 5.20E+06 4.24E+06 3.31E+06 2.41E+06 1.89E+06 1.43E+06 1.04E+06 7.27E+05 5.03E+05 3.65E+05 2.38E+05 1.57E+05 1.04E+05 6.88E+04 4.18E+04 2.58E+04 6.53E+03 2.48E+03 1.10E+03 3.91E+02 2.29E+02 1.06E+02 3.60E+01 1.99E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.840  1.46E+08 6.44E+07 6.91E+08 3.82E+06 7.78E+06 9.89E+06 9.54E+06 7.94E+06 6.48E+06 5.02E+06 3.63E+06 2.89E+06 2.20E+06 1.60E+06 1.13E+06 7.94E+05 5.89E+05 3.87E+05 2.58E+05 1.74E+05 1.17E+05 7.15E+04 4.56E+04 9.42E+03 3.27E+03 1.28E+03 4.56E+02 2.68E+02 1.25E+02 4.21E+01 2.37E+01 7.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.951  4.61E+08 1.88E+08 2.04E+09 1.04E+07 2.28E+07 2.94E+07 2.79E+07 2.29E+07 1.88E+07 1.42E+07 1.01E+07 8.30E+06 6.41E+06 4.77E+06 3.44E+06 2.49E+06 1.95E+06 1.30E+06 9.04E+05 6.32E+05 4.44E+05 2.75E+05 1.90E+05 2.36E+04 6.52E+03 1.87E+03 6.18E+02 3.66E+02 1.72E+02 5.74E+01 3.30E+01 1.09E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.057  1.38E+09 5.48E+08 6.02E+09 2.84E+07 6.69E+07 8.73E+07 8.18E+07 6.59E+07 5.43E+07 4.03E+07 2.80E+07 2.39E+07 1.87E+07 1.42E+07 1.05E+07 7.80E+06 6.48E+06 4.38E+06 3.16E+06 2.29E+06 1.68E+06 1.05E+06 7.90E+05 5.91E+04 1.30E+04 2.74E+03 7.80E+02 4.64E+02 2.19E+02 7.26E+01 4.23E+01 1.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.253  1.45E+10 4.70E+09 5.35E+10 2.11E+08 5.75E+08 7.71E+08 7.02E+08 5.47E+08 4.55E+08 3.23E+08 2.17E+08 1.97E+08 1.59E+08 1.26E+08 9.66E+07 7.65E+07 7.12E+07 4.96E+07 3.87E+07 3.01E+07 2.42E+07 1.55E+07 1.37E+07 3.70E+05 5.17E+04 5.88E+03 1.10E+03 6.60E+02 3.12E+02 1.03E+02 6.09E+01 2.01E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.602  1.83E+12 3.58E+11 4.57E+12 1.16E+10 4.25E+10 6.01E+10 5.16E+10 3.77E+10 3.19E+10 2.08E+10 1.30E+10 1.34E+10 1.16E+10 9.88E+09 8.23E+09 7.37E+09 8.61E+09 6.36E+09 5.80E+09 5.20E+09 5.00E+09 3.37E+09 4.12E+09 1.45E+07 8.18E+05 2.70E+04 1.75E+03 1.05E+03 5.00E+02 1.64E+02 9.82E+01 3.23E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.909  1.20E+14 2.32E+13 2.45E+14 6.43E+11 3.14E+12 4.69E+12 3.80E+12 2.60E+12 2.24E+12 1.34E+12 7.75E+11 9.18E+11 8.40E+11 7.75E+11 7.02E+11 7.09E+11 1.71E+10 1.27E+10 1.16E+10 1.04E+10 9.97E+09 6.73E+09 8.22E+09 5.71E+08 1.29E+07 1.24E+05 2.78E+03 1.44E+03 6.88E+02 2.25E+02 1.35E+02 4.44E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.187  8.70E+15 1.69E+15 1.80E+16 3.55E+13 2.32E+14 3.66E+14 2.79E+14 1.79E+14 1.57E+14 8.66E+13 4.63E+13 6.26E+13 6.10E+13 6.09E+13 5.98E+13 6.83E+13 3.41E+10 2.52E+10 2.30E+10 2.07E+10 1.99E+10 1.34E+10 1.64E+10 2.24E+10 2.04E+08 5.72E+05 4.41E+03 1.98E+03 8.75E+02 2.86E+02 1.73E+02 5.66E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.442  6.42E+17 1.25E+17 1.35E+18 1.96E+15 1.71E+16 2.85E+16 2.06E+16 1.23E+16 1.10E+16 5.58E+15 2.77E+15 4.27E+15 4.42E+15 4.78E+15 5.10E+15 6.57E+15 6.80E+10 5.03E+10 4.59E+10 4.12E+10 3.97E+10 2.68E+10 3.28E+10 8.80E+11 3.23E+09 2.63E+06 7.00E+03 2.72E+03 1.06E+03 3.47E+02 2.10E+02 6.88E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.679  4.78E+19 9.31E+18 1.03E+20 1.08E+17 1.26E+18 2.22E+18 1.51E+18 8.51E+17 7.71E+17 3.60E+17 1.66E+17 2.92E+17 3.21E+17 3.75E+17 4.34E+17 6.33E+17 1.35E+11 1.00E+11 9.15E+10 8.23E+10 7.92E+10 5.35E+10 6.54E+10 3.46E+13 5.11E+10 1.21E+07 1.11E+04 3.73E+03 1.25E+03 4.08E+02 2.47E+02 8.10E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.903  3.60E+21 7.00E+20 7.98E+21 5.98E+18 9.34E+19 1.73E+20 1.11E+20 5.86E+19 5.41E+19 2.32E+19 9.90E+18 1.99E+19 2.33E+19 2.94E+19 3.70E+19 6.09E+19 2.70E+11 2.00E+11 1.82E+11 1.64E+11 1.58E+11 1.07E+11 1.31E+11 1.36E+15 8.08E+11 5.56E+07 1.76E+04 5.12E+03 1.47E+03 4.69E+02 2.84E+02 9.32E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.114  2.73E+23 5.32E+22 6.28E+23 3.30E+20 6.90E+21 1.35E+22 8.19E+21 4.04E+21 3.79E+21 1.49E+21 5.92E+20 1.36E+21 1.69E+21 2.31E+21 3.15E+21 5.87E+21 5.37E+11 3.97E+11 3.64E+11 3.27E+11 3.15E+11 2.13E+11 2.61E+11 5.33E+16 1.28E+13 2.56E+08 2.80E+04 7.03E+03 1.73E+03 5.29E+02 3.22E+02 1.05E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.315  2.10E+25 4.09E+24 5.04E+25 1.82E+22 5.10E+23 1.05E+24 6.02E+23 2.78E+23 2.66E+23 9.62E+22 3.54E+22 9.26E+22 1.23E+23 1.81E+23 2.69E+23 5.65E+23 1.07E+12 7.92E+11 7.25E+11 6.52E+11 6.29E+11 4.25E+11 5.21E+11 2.09E+18 2.02E+14 1.18E+09 4.44E+04 9.64E+03 2.04E+03 5.90E+02 3.59E+02 1.18E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.506  1.63E+27 3.18E+26 4.11E+27 1.01E+24 3.77E+25 8.21E+25 4.43E+25 1.92E+25 1.87E+25 6.20E+24 2.11E+24 6.32E+24 8.91E+24 1.42E+25 2.29E+25 5.44E+25 2.13E+12 1.58E+12 1.44E+12 1.30E+12 1.25E+12 8.48E+11 1.04E+12 8.22E+19 3.19E+15 5.40E+09 7.04E+04 1.32E+04 2.40E+03 6.51E+02 3.96E+02 1.30E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.690  1.28E+29 2.50E+28 3.41E+29 5.55E+25 2.78E+27 6.40E+27 3.26E+27 1.32E+27 1.31E+27 4.00E+26 1.26E+26 4.31E+26 6.47E+26 1.12E+27 1.95E+27 5.24E+27 4.25E+12 3.14E+12 2.88E+12 2.59E+12 2.50E+12 1.69E+12 2.08E+12 3.23E+21 5.05E+16 2.48E+10 1.12E+05 1.82E+04 2.82E+03 7.12E+02 4.33E+02 1.42E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.867  1.02E+31 2.00E+30 2.87E+31 3.07E+27 2.06E+29 4.99E+29 2.40E+29 9.11E+28 9.18E+28 2.58E+28 7.56E+27 2.94E+28 4.69E+28 8.77E+28 1.66E+29 5.04E+29 8.46E+12 6.26E+12 5.74E+12 5.17E+12 4.99E+12 3.38E+12 4.15E+12 1.27E+23 7.98E+17 1.14E+11 1.77E+05 2.49E+04 3.32E+03 7.73E+02 4.71E+02 1.54E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.038  8.29E+32 1.62E+32 2.46E+33 1.69E+29 1.52E+31 3.89E+31 1.76E+31 6.28E+30 6.44E+30 1.66E+30 4.52E+29 2.01E+30 3.41E+30 6.89E+30 1.42E+31 4.86E+31 1.68E+13 1.25E+13 1.14E+13 1.03E+13 9.96E+12 6.74E+12 8.28E+12 4.97E+24 1.26E+19 5.25E+11 2.81E+05 3.42E+04 3.90E+03 8.34E+02 5.08E+02 1.66E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.204  6.81E+34 1.33E+34 2.15E+35 9.35E+30 1.12E+33 3.03E+33 1.30E+33 4.33E+32 4.51E+32 1.07E+32 2.70E+31 1.37E+32 2.47E+32 5.41E+32 1.21E+33 4.68E+33 3.35E+13 2.49E+13 2.28E+13 2.06E+13 1.99E+13 1.34E+13 1.65E+13 1.95E+26 2.00E+20 2.42E+12 4.47E+05 4.70E+04 4.59E+03 8.95E+02 5.45E+02 1.78E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.364  5.68E+36 1.11E+36 1.90E+37 5.16E+32 8.29E+34 2.37E+35 9.55E+34 2.98E+34 3.16E+34 6.90E+33 1.61E+33 9.35E+33 1.79E+34 4.24E+34 1.03E+35 4.50E+35 6.68E+13 4.95E+13 4.55E+13 4.10E+13 3.97E+13 2.68E+13 3.30E+13 7.67E+27 3.15E+21 1.11E+13 7.09E+05 6.44E+04 5.40E+03 9.56E+02 5.82E+02 1.91E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.519  4.80E+38 9.38E+37 1.69E+39 2.85E+34 6.12E+36 1.84E+37 7.03E+36 2.05E+36 2.22E+36 4.44E+35 9.65E+34 6.38E+35 1.30E+36 3.33E+36 8.78E+36 4.33E+37 1.33E+14 9.86E+13 9.06E+13 8.18E+13 7.91E+13 5.35E+13 6.59E+13 3.01E+29 4.99E+22 5.11E+13 1.12E+06 8.84E+04 6.35E+03 1.02E+03 6.20E+02 2.03E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.670  4.13E+40 8.06E+39 1.53E+41 1.57E+36 4.52E+38 1.44E+39 5.17E+38 1.42E+38 1.56E+38 2.86E+37 5.77E+36 4.35E+37 9.45E+37 2.61E+38 7.48E+38 4.17E+39 2.65E+14 1.96E+14 1.81E+14 1.63E+14 1.58E+14 1.07E+14 1.32E+14 1.18E+31 7.88E+23 2.35E+14 1.78E+06 1.21E+05 7.47E+03 1.08E+03 6.57E+02 2.15E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.818  3.59E+42 7.02E+41 1.40E+43 8.69E+37 3.34E+40 1.12E+41 3.80E+40 9.76E+39 1.09E+40 1.85E+39 3.45E+38 2.97E+39 6.86E+39 2.05E+40 6.37E+40 4.02E+41 5.28E+14 3.91E+14 3.60E+14 3.25E+14 3.15E+14 2.13E+14 2.63E+14 4.64E+32 1.25E+25 1.08E+15 2.83E+06 1.67E+05 8.79E+03 1.14E+03 6.94E+02 2.27E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 30 A= 65: Negative-parity Spin-dependent Level Density [MeV-1] for ZN 65  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.206  1.00E+00 4.77E+00 1.78E+01 2.00E+00 1.38E+00 1.38E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.291  2.00E+00 4.13E+00 1.61E+01 1.67E+00 1.15E+00 1.15E+00 1.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.356  3.00E+00 4.09E+00 1.74E+01 1.43E+00 1.13E+00 1.13E+00 4.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.411  4.00E+00 3.95E+00 1.69E+01 1.43E+00 9.88E-01 1.13E+00 4.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.460  6.00E+00 6.78E+00 3.10E+01 1.57E+00 2.55E+00 1.98E+00 5.48E-01 1.37E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.504  8.00E+00 8.65E+00 4.15E+01 1.57E+00 3.43E+00 2.69E+00 5.48E-01 4.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.544  1.00E+01 1.33E+01 6.16E+01 4.56E+00 3.57E+00 2.62E+00 1.40E+00 1.13E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.582  1.40E+01 1.76E+01 8.57E+01 4.39E+00 5.69E+00 4.46E+00 1.81E+00 1.13E+00 1.37E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
